WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR1995-007280,Fresno,,18S,20E,13,M18S20E13,180.0,Water Supply Domestic,,36.36449,-119.75401,gis,,,36.36449,-119.75401,pdfs/WCR1995-007280.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461082107423,South Fork Kings GSA
WCR1996-006562,Kings,,18S,20E,26,M18S20E26,206.0,Water Supply Domestic,,36.33543,-119.77181,gis,,,36.33543,-119.77181,pdfs/WCR1996-006562.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599186956,South Fork Kings GSA
WCR1996-006563,Kings,,18S,20E,26,M18S20E26,206.0,Water Supply Domestic,,36.33543,-119.77181,gis,,,36.33543,-119.77181,pdfs/WCR1996-006563.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589530574,South Fork Kings GSA
WCR1996-006564,Kings,,18S,20E,17,M18S20E17,201.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR1996-006564.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591527429,South Fork Kings GSA
WCR1996-006565,Kings,,18S,20E,29,M18S20E29,58.0,Water Supply Irrigation - Agriculture,,36.33542,-119.82575,gis,,,36.33542,-119.82575,pdfs/WCR1996-006565.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603393148,South Fork Kings GSA
WCR1996-006629,Kings,,19S,19E,25,M19S19E25,250.0,Cathodic Protection,,36.24793,-119.86012,gis,,,36.24793,-119.86012,pdfs/WCR1996-006629.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640829684,South Fork Kings GSA
WCR1996-006484,Kings,,18S,20E,28,M18S20E28,325.0,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR1996-006484.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591618216,South Fork Kings GSA
WCR1996-006352,Kings,,19S,20E,10,M19S20E10,171.0,Water Supply Domestic,,36.29108,-119.78989,gis,,,36.29108,-119.78989,pdfs/WCR1996-006352.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641221316,South Fork Kings GSA
WCR1996-006560,Kings,,18S,20E,26,M18S20E26,204.0,Water Supply Domestic,,36.33543,-119.77181,gis,,,36.33543,-119.77181,pdfs/WCR1996-006560.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592096580,South Fork Kings GSA
WCR1997-007168,Kings,,18S,20E,11,M18S20E11,470.0,Water Supply Public,,36.37965,-119.77188,gis,,,36.37965,-119.77188,pdfs/WCR1997-007168.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589033922,South Fork Kings GSA
WCR1997-007171,Kings,,18S,20E,32,M18S20E32,206.0,Water Supply Domestic,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR1997-007171.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594220247,South Fork Kings GSA
WCR1997-007364,Kings,,18S,21E,07,M18S21E07,500.0,Water Supply Irrigation - Agriculture,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR1997-007364.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600832945,South Fork Kings GSA
WCR1997-007369,Kings,,18S,20E,20,M18S20E20,57.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1997-007369.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594703421,South Fork Kings GSA
WCR1997-007387,Kings,,18S,20E,02,M18S20E02,76.0,Water Supply Domestic,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1997-007387.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602259147,South Fork Kings GSA
WCR1997-007392,Kings,,18S,20E,23,M18S20E23,160.0,Water Supply Domestic,,36.3499,-119.77188,gis,,,36.3499,-119.77188,pdfs/WCR1997-007392.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592933935,South Fork Kings GSA
WCR1997-007207,Kings,,19S,20E,14,M19S20E14,100.0,Water Supply Domestic,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR1997-007207.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637784231,South Fork Kings GSA
WCR1997-007224,Kings,,19S,20E,11,M19S20E11,206.0,Water Supply Domestic,,36.29106,-119.77192,gis,,,36.29106,-119.77192,pdfs/WCR1997-007224.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461642123720,South Fork Kings GSA
WCR1997-007443,Kings,,18S,21E,07,M18S21E07,203.0,Water Supply Domestic,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR1997-007443.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593353338,South Fork Kings GSA
WCR1997-007463,Kings,,18S,19E,25,M18S19E25,310.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1997-007463.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601794884,South Fork Kings GSA
WCR1998-006747,Kings,,18S,20E,17,M18S20E17,220.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR1998-006747.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602514705,South Fork Kings GSA
WCR1998-006590,Kings,,19S,20E,11,M19S20E11,210.0,Water Supply Domestic,,36.29106,-119.77192,gis,,,36.29106,-119.77192,pdfs/WCR1998-006590.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640837059,South Fork Kings GSA
WCR1998-006591,Kings,,19S,20E,13,M19S20E13,60.0,Water Supply Irrigation - Agriculture,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR1998-006591.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640797858,South Fork Kings GSA
WCR1998-006814,Kings,,18S,20E,17,M18S20E17,203.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR1998-006814.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602644984,South Fork Kings GSA
WCR1998-006815,Kings,,18S,20E,14,M18S20E14,205.0,Water Supply Domestic,,36.36448,-119.77201,gis,,,36.36448,-119.77201,pdfs/WCR1998-006815.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589143659,South Fork Kings GSA
WCR1998-006634,Kings,,18S,20E,21,M18S20E21,70.0,Water Supply Domestic,,36.34989,-119.80797,gis,,,36.34989,-119.80797,pdfs/WCR1998-006634.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461588594019,South Fork Kings GSA
WCR1998-006655,Kings,,18S,20E,30,M18S20E30,65.0,Water Supply Irrigation - Agriculture,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1998-006655.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601174612,South Fork Kings GSA
WCR2006-013781,Kings,,18S,20E,30,M18S20E30,60.0,Water Supply Domestic,,36.335054,-119.850923,gis,,,36.335054,-119.850923,pdfs/WCR2006-013781.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591392327,South Fork Kings GSA
WCR2010-012117,Kings,,19S,20E,14,M19S20E14,68.0,Water Supply Irrigation - Agriculture,,36.269178,-119.767447,gis,,,36.269178,-119.767447,pdfs/WCR2010-012117.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641441963,South Fork Kings GSA
WCR2010-012136,Kings,,19S,20E,14,M19S20E14,222.0,,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR2010-012136.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640929217,South Fork Kings GSA
WCR2010-012022,Kings,,18S,19E,25,M18S19E25,,Water Supply Irrigation - Agriculture,,36.34212,-119.853558,gis,,,36.34212,-119.853558,pdfs/WCR2010-012022.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589626930,South Fork Kings GSA
WCR2012-012301,Kings,,18S,21E,07,M18S21E07,560.0,Water Supply Irrigation - Agriculture,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR2012-012301.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600617288,South Fork Kings GSA
WCR2012-012119,Kings,,18S,20E,11,M18S20E11,94.0,Water Supply Domestic,,36.387065,-119.765872,gis,,,36.387065,-119.765872,pdfs/WCR2012-012119.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589315962,South Fork Kings GSA
WCR2013-013664,Kings,,18S,20E,12,M18S20E12,65.0,Water Supply Irrigation - Agriculture,,36.3793,-119.75404,gis,,,36.3793,-119.75404,pdfs/WCR2013-013664.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591610022,South Fork Kings GSA
WCR2015-005591,Kings,,18S,20E,29,M18S20E29,400.0,Water Supply Domestic,,36.339324,-119.832225,gis,,,36.339324,-119.832225,pdfs/WCR2015-005591.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591074144,South Fork Kings GSA
WCR2015-007730,Kings,,18S,20E,20,M18S20E20,404.0,Water Supply Domestic,,36.34799,-119.834417,gis,,,36.34799,-119.834417,pdfs/WCR2015-007730.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600967012,South Fork Kings GSA
WCR2015-006929,Kings,,18S,20E,12,M18S20E12,610.0,Water Supply Irrigation - Agriculture,,36.375255,-119.744959,gis,,,36.375255,-119.744959,pdfs/WCR2015-006929.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461588419267,South Fork Kings GSA
WCR2015-007364,Kings,,19S,19E,25,M19S19E25,700.0,Water Supply Irrigation - Agriculture,,36.250279,-119.867659,gis,,,36.250279,-119.867659,pdfs/WCR2015-007364.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640849552,South Fork Kings GSA
WCR2015-008050,Kings,,19S,19E,25,M19S19E25,750.0,Water Supply Irrigation - Agriculture,,36.25038,-119.86953,gis,,,36.25038,-119.86953,pdfs/WCR2015-008050.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640963663,South Fork Kings GSA
WCR2015-007440,Kings,,19S,20E,13,M19S20E13,750.0,Water Supply Irrigation - Agriculture,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR2015-007440.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638972612,South Fork Kings GSA
WCR2015-011032,Kings,,18S,20E,17,M18S20E17,590.0,Water Supply Irrigation - Agriculture,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR2015-011032.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591357578,South Fork Kings GSA
WCR2015-011930,Kings,,18S,21E,19,M18S21E19,570.0,Water Supply Irrigation - Agriculture,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR2015-011930.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606477066,South Fork Kings GSA
WCR2015-011931,Kings,,18S,20E,35,M18S20E35,530.0,Water Supply Irrigation - Agriculture,,36.32085,-119.77177,gis,,,36.32085,-119.77177,pdfs/WCR2015-011931.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600305092,South Fork Kings GSA
WCR2015-012390,Kings,,18S,20E,24,M18S20E24,600.0,Water Supply Irrigation - Agriculture,,36.34988,-119.75385,gis,,,36.34988,-119.75385,pdfs/WCR2015-012390.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601306170,South Fork Kings GSA
WCR2015-011574,Kings,,18S,21E,19,M18S21E19,550.0,Water Supply Irrigation - Agriculture,,36.34987,-119.726873,gis,,,36.34987,-119.726873,pdfs/WCR2015-011574.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461604129711,South Fork Kings GSA
WCR2015-012427,Kings,,18S,20E,22,M18S20E22,600.0,Water Supply Irrigation - Agriculture,,36.34989,-119.78986,gis,,,36.34989,-119.78986,pdfs/WCR2015-012427.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599180310,South Fork Kings GSA
WCR2015-013724,Kings,,18S,20E,01,M18S20E01,600.0,Water Supply Irrigation - Agriculture,,36.400592,-119.745377,gis,,,36.400592,-119.745377,pdfs/WCR2015-013724.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592031677,South Fork Kings GSA
WCR2015-013700,Kings,,18S,20E,17,M18S20E17,465.0,Water Supply Irrigation - Agriculture,,36.384335,-119.834114,gis,,,36.384335,-119.834114,pdfs/WCR2015-013700.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591560593,South Fork Kings GSA
WCR2016-003741,Kings,8741 20 1/2 AVE,18S,20E,20,M18S20E20,175.0,Water Supply Domestic,1556755200000,36.3474458,-119.8241509,gis,,,36.3474458,-119.8241509,pdfs/WCR2016-003741.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598661932,South Fork Kings GSA
WCR2016-003962,Kings,7351 17th AVE,18S,20E,13,M18S20E13,330.0,Water Supply Domestic,1445299200000,36.3672439,-119.7614632,gis,,,36.3672439,-119.7614632,pdfs/WCR2016-003962.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590902453,South Fork Kings GSA
WCR2016-001588,Kings,19963 Glendale AVE,18S,20E,33,M18S20E33,55.0,Water Supply Irrigation - Agriculture,1456099200000,36.3177014,-119.8166058,gis,,,36.3177014,-119.8166058,pdfs/WCR2016-001588.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601716565,South Fork Kings GSA
WCR2016-001431,Kings,726 Country Club DR,19S,20E,11,M19S20E11,58.0,Water Supply Domestic,1448928000000,36.2866486,-119.7790597,gis,,,36.2866486,-119.7790597,pdfs/WCR2016-001431.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461638307600,South Fork Kings GSA
WCR2016-003627,Kings,488 Bush ST,19S,20E,11,M19S20E11,68.0,Water Supply Irrigation - Agriculture,1463443200000,36.296755,-119.7749605,gis,,,36.296755,-119.7749605,pdfs/WCR2016-003627.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461607120419,South Fork Kings GSA
WCR2016-003628,Kings,16484 Idaho AVE,19S,20E,13,M19S20E13,360.0,Water Supply Irrigation - Agriculture,1463616000000,36.2722011,-119.7525493,gis,,,36.2722011,-119.7525493,pdfs/WCR2016-003628.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636169595,South Fork Kings GSA
WCR2016-004004,Kings,275 Hotchkiss DR,19S,20E,11,M19S20E11,53.0,Water Supply Domestic,1465776000000,36.2866526,-119.7770405,gis,,,36.2866526,-119.7770405,pdfs/WCR2016-004004.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641309370,South Fork Kings GSA
WCR2016-002566,Kings,20250 Grangeville BLVD,18S,20E,20,M18S20E20,375.0,Water Supply Irrigation - Agriculture,1457481600000,36.3462511,-119.8203019,gis,,,36.3462511,-119.8203019,pdfs/WCR2016-002566.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602447648,South Fork Kings GSA
WCR2016-002998,Kings,20808 Grangeville BLVD,18S,20E,20,M18S20E20,60.0,Water Supply Irrigation - Agriculture,1459900800000,36.3474403,-119.8295265,gis,,,36.3474403,-119.8295265,pdfs/WCR2016-002998.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600503484,South Fork Kings GSA
WCR2016-007176,Kings,2 16th AVE,19S,20E,13,M19S20E13,63.0,Water Supply Irrigation - Agriculture,1476316800000,36.2834428,-119.7454081,gis,,,36.2834428,-119.7454081,pdfs/WCR2016-007176.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614601783,South Fork Kings GSA
WCR2016-005206,Kings,305 Hotchkiss DR,19S,20E,11,M19S20E11,58.0,Water Supply Irrigation - Agriculture,1467676800000,36.2856665,-119.7734729,gis,,,36.2856665,-119.7734729,pdfs/WCR2016-005206.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641360748,South Fork Kings GSA
WCR2016-004750,Kings,17151 Excelsior AVE,18S,20E,02,M18S20E02,385.0,Water Supply Domestic,1467676800000,36.4017694,-119.7633126,gis,,,36.4017694,-119.7633126,pdfs/WCR2016-004750.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593264440,South Fork Kings GSA
WCR2016-006487,Kings,20035 Glendale AVE,18S,20E,32,M18S20E32,62.0,Water Supply Irrigation - Agriculture,1471305600000,36.3179091,-119.8174256,gis,,,36.3179091,-119.8174256,pdfs/WCR2016-006487.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600235492,South Fork Kings GSA
WCR2016-006667,Kings,7316 18th AVE,18S,20E,15,M18S20E15,400.0,Water Supply Irrigation - Agriculture,1472428800000,36.3663647,-119.7831636,gis,,,36.3663647,-119.7831636,pdfs/WCR2016-006667.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602657425,South Fork Kings GSA
WCR2016-005442,Kings,10725 18 3/4 AVE,18S,20E,34,M18S20E34,60.0,Water Supply Irrigation - Agriculture,1450396800000,36.317155,-119.7932619,gis,,,36.317155,-119.7932619,pdfs/WCR2016-005442.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461595591868,South Fork Kings GSA
WCR2016-007476,Kings,16510 Houston AVE,19S,20E,12,M19S20E12,63.0,Water Supply Domestic,1476662400000,36.2963033,-119.7544126,gis,,,36.2963033,-119.7544126,pdfs/WCR2016-007476.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637358398,South Fork Kings GSA
WCR2016-010307,Kings,,18S,20E,28,M18S20E28,60.0,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR2016-010307.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591274533,South Fork Kings GSA
WCR2016-010310,Kings,,18S,20E,20,M18S20E20,315.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR2016-010310.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461588498467,South Fork Kings GSA
WCR2016-009744,Kings,,18S,20E,28,M18S20E28,35.0,Monitoring,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR2016-009744.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591221057,South Fork Kings GSA
WCR2016-009745,Kings,,18S,20E,28,M18S20E28,35.0,Monitoring,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR2016-009745.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461597640191,South Fork Kings GSA
WCR2016-009746,Kings,,18S,20E,28,M18S20E28,35.0,Monitoring,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR2016-009746.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603032285,South Fork Kings GSA
WCR2016-007819,Kings,12499 17th AVE,19S,20E,12,M19S20E12,58.0,Water Supply Domestic,1478044800000,36.290571,-119.7558927,gis,,,36.290571,-119.7558927,pdfs/WCR2016-007819.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636956960,South Fork Kings GSA
WCR2016-008924,Kings,,19S,19E,25,M19S19E25,620.0,Water Supply Irrigation - Agriculture,,36.250186,-119.86594,gis,,,36.250186,-119.86594,pdfs/WCR2016-008924.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639190097,South Fork Kings GSA
WCR2016-011399,Kings,,18S,20E,35,M18S20E35,25.0,Monitoring,,36.314827,-119.779699,gis,,,36.314827,-119.779699,pdfs/WCR2016-011399.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589377668,South Fork Kings GSA
WCR2016-013522,Kings,,18S,20E,33,M18S20E33,400.0,Cathodic Protection,,36.32079,-119.80768,gis,,,36.32079,-119.80768,pdfs/WCR2016-013522.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602997297,South Fork Kings GSA
WCR2016-013525,Kings,,18S,20E,33,M18S20E33,,,,36.31338,-119.808336,gis,,,36.31338,-119.808336,pdfs/WCR2016-013525.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603912463,South Fork Kings GSA
WCR2016-013166,Kings,,19S,20E,14,M19S20E14,,Water Supply Irrigation - Agriculture,,36.269173,-119.77505,gis,,,36.269173,-119.77505,pdfs/WCR2016-013166.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641521425,South Fork Kings GSA
WCR2016-013369,Kings,,18S,20E,30,M18S20E30,330.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR2016-013369.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591543578,South Fork Kings GSA
WCR2016-011496,Kings,,18S,20E,01,M18S20E01,520.0,Water Supply Irrigation - Agriculture,,36.389959,-119.755485,gis,,,36.389959,-119.755485,pdfs/WCR2016-011496.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601772065,South Fork Kings GSA
WCR2016-016375,Kings,,18S,21E,19,M18S21E19,420.0,Water Supply Irrigation - Agriculture,,36.352671,-119.729204,gis,,,36.352671,-119.729204,pdfs/WCR2016-016375.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461604183777,South Fork Kings GSA
WCR2016-015586,Kings,,18S,20E,25,M18S20E25,720.0,Water Supply Irrigation - Agriculture,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR2016-015586.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461595002869,South Fork Kings GSA
WCR2017-001245,Kings,7230 20 1/2 AVE,18S,20E,17,M18S20E17,54.0,Water Supply Irrigation - Agriculture,1493164800000,36.3696661,-119.8235863,gis,,,36.3696661,-119.8235863,pdfs/WCR2017-001245.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591702932,South Fork Kings GSA
WCR2017-001264,Kings,7230 20 1/2 AVE,18S,20E,17,M18S20E17,55.0,Water Supply Domestic,1493251200000,36.3696587,-119.8238574,gis,,,36.3696587,-119.8238574,pdfs/WCR2017-001264.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591692491,South Fork Kings GSA
WCR2017-001925,Kings,19754 Fargo AVE,18S,20E,16,M18S20E16,58.0,Water Supply Irrigation - Agriculture,1497830400000,36.3571035,-119.8097028,gis,,,36.3571035,-119.8097028,pdfs/WCR2017-001925.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591084492,South Fork Kings GSA
WCR2017-004572,Kings,16794 Idaho AVE,19S,20E,13,M19S20E13,240.0,Water Supply Domestic,1505779200000,36.2698248,-119.75727,gis,,,36.2698248,-119.75727,pdfs/WCR2017-004572.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639811937,South Fork Kings GSA
WCR2017-007937,Kings,,19S,19E,25,M19S19E25,300.0,Cathodic Protection,,36.24793,-119.86012,gis,,,36.24793,-119.86012,pdfs/WCR2017-007937.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640944666,South Fork Kings GSA
