WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR1984-005084,Kings,,18S,21E,18,M18S21E18,210.0,Water Supply Domestic,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1984-005084.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602742063,South Fork Kings GSA
WCR1985-007203,Kings,,18S,20E,30,M18S20E30,240.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1985-007203.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592995592,South Fork Kings GSA
WCR1986-007909,Kings,,18S,20E,33,M18S20E33,,Test Well,,36.32079,-119.80768,gis,,,36.32079,-119.80768,pdfs/WCR1986-007909.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461595031262,South Fork Kings GSA
WCR1986-007992,Kings,,18S,20E,01,M18S20E01,75.0,Water Supply Irrigation - Agriculture,,36.39401,-119.75394,gis,,,36.39401,-119.75394,pdfs/WCR1986-007992.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601281563,South Fork Kings GSA
WCR1986-007993,Kings,,18S,21E,07,M18S21E07,75.0,Water Supply Irrigation - Agriculture,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR1986-007993.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593128915,South Fork Kings GSA
WCR1986-007996,Kings,,18S,20E,02,M18S20E02,245.0,Water Supply Domestic,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1986-007996.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599197352,South Fork Kings GSA
WCR1986-007997,Kings,,18S,21E,18,M18S21E18,430.0,Water Supply Irrigation - Agriculture,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1986-007997.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603227560,South Fork Kings GSA
WCR1986-008001,Kings,,18S,21E,19,M18S21E19,370.0,Water Supply Irrigation - Agriculture,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1986-008001.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593321222,South Fork Kings GSA
WCR1987-009111,Kings,,18S,20E,02,M18S20E02,190.0,Water Supply Domestic,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1987-009111.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590866788,South Fork Kings GSA
WCR1987-009184,Kings,,18S,20E,12,M18S20E12,400.0,Water Supply Irrigation - Agriculture,,36.3793,-119.75404,gis,,,36.3793,-119.75404,pdfs/WCR1987-009184.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602933531,South Fork Kings GSA
WCR1987-009212,Kings,,18S,20E,20,M18S20E20,225.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1987-009212.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591750932,South Fork Kings GSA
WCR1987-009580,Fresno,,17S,20E,36,M17S20E36,215.0,Water Supply Irrigation - Agriculture,,36.40959,-119.75667,gis,,,36.40959,-119.75667,pdfs/WCR1987-009580.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461087327063,South Fork Kings GSA
WCR1987-009427,Kings,,19S,20E,14,M19S20E14,265.0,Water Supply Domestic,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR1987-009427.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637659636,South Fork Kings GSA
WCR1988-012347,Kings,,18S,20E,02,M18S20E02,52.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1988-012347.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601043819,South Fork Kings GSA
WCR1988-012349,Kings,,18S,20E,02,M18S20E02,50.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1988-012349.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593257240,South Fork Kings GSA
WCR1988-012351,Kings,,19S,19E,26,M19S19E26,1460.0,Water Supply Irrigation - Agriculture,,36.24796,-119.87843,gis,,,36.24796,-119.87843,pdfs/WCR1988-012351.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614489498,South Fork Kings GSA
WCR1988-012198,Kings,,18S,20E,12,M18S20E12,205.0,Water Supply Domestic,,36.3793,-119.75404,gis,,,36.3793,-119.75404,pdfs/WCR1988-012198.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598843756,South Fork Kings GSA
WCR1988-012381,Kings,,18S,19E,36,M18S19E36,460.0,Water Supply Irrigation - Agriculture,,36.32109,-119.86025,gis,,,36.32109,-119.86025,pdfs/WCR1988-012381.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600359225,South Fork Kings GSA
WCR1988-012382,Kings,,18S,21E,18,M18S21E18,48.0,Water Supply Irrigation - Agriculture,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1988-012382.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603802484,South Fork Kings GSA
WCR1988-012033,Kings,,18S,21E,18,M18S21E18,42.0,Water Supply Irrigation - Agriculture,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1988-012033.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461605098472,South Fork Kings GSA
WCR1988-012426,Kings,,19S,20E,14,M19S20E14,60.0,Water Supply Irrigation - Agriculture,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR1988-012426.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641388570,South Fork Kings GSA
WCR1988-012066,Kings,,18S,19E,25,M18S19E25,60.0,Water Supply Irrigation - Agriculture,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1988-012066.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603362328,South Fork Kings GSA
WCR1988-012282,Kings,,18S,20E,11,M18S20E11,490.0,Water Supply Irrigation - Agriculture,,36.37965,-119.77188,gis,,,36.37965,-119.77188,pdfs/WCR1988-012282.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589039998,South Fork Kings GSA
WCR1989-013432,Kings,,18S,20E,17,M18S20E17,183.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR1989-013432.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600122789,South Fork Kings GSA
WCR1989-013439,Kings,,18S,21E,07,M18S21E07,182.0,Water Supply Irrigation - Agriculture,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR1989-013439.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593887368,South Fork Kings GSA
WCR1989-013460,Kings,,18S,20E,20,M18S20E20,180.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1989-013460.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600877026,South Fork Kings GSA
WCR1989-013293,Kings,,18S,20E,16,M18S20E16,60.0,Water Supply Domestic,,36.36507,-119.80782,gis,,,36.36507,-119.80782,pdfs/WCR1989-013293.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593923117,South Fork Kings GSA
WCR1989-013314,Kings,,18S,20E,30,M18S20E30,330.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1989-013314.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592955516,South Fork Kings GSA
WCR1990-013894,Kings,,18S,20E,21,M18S20E21,450.0,Water Supply Irrigation - Agriculture,,36.34989,-119.80797,gis,,,36.34989,-119.80797,pdfs/WCR1990-013894.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603134190,South Fork Kings GSA
WCR1990-013915,Kings,,18S,20E,25,M18S20E25,420.0,Water Supply Irrigation - Agriculture,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR1990-013915.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594582737,South Fork Kings GSA
WCR1990-013920,Kings,,18S,20E,25,M18S20E25,430.0,Water Supply Irrigation - Agriculture,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR1990-013920.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600114592,South Fork Kings GSA
WCR1990-014193,Kings,,18S,20E,01,M18S20E01,330.0,Water Supply Irrigation - Agriculture,,36.39401,-119.75394,gis,,,36.39401,-119.75394,pdfs/WCR1990-014193.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599754436,South Fork Kings GSA
WCR1990-014011,Kings,,19S,19E,03,M19S19E03,575.0,Water Supply Irrigation - Agriculture,,36.3066,-119.89619,gis,,,36.3066,-119.89619,pdfs/WCR1990-014011.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640771949,South Fork Kings GSA
WCR1990-014625,Fresno,,17S,20E,36,M17S20E36,310.0,Water Supply Irrigation - Agriculture,,36.40959,-119.75667,gis,,,36.40959,-119.75667,pdfs/WCR1990-014625.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461104243755,South Fork Kings GSA
WCR1990-014108,Kings,,18S,21E,19,M18S21E19,487.0,Water Supply Irrigation - Agriculture,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1990-014108.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461604503961,South Fork Kings GSA
WCR1990-014114,Kings,,18S,20E,01,M18S20E01,460.0,Water Supply Irrigation - Agriculture,,36.39401,-119.75394,gis,,,36.39401,-119.75394,pdfs/WCR1990-014114.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600308977,South Fork Kings GSA
WCR1991-013323,Kings,,18S,20E,14,M18S20E14,660.0,Water Supply Irrigation - Agriculture,,36.36448,-119.77201,gis,,,36.36448,-119.77201,pdfs/WCR1991-013323.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590590955,South Fork Kings GSA
WCR1991-013707,Kings,,19S,20E,11,M19S20E11,505.0,Water Supply Public,,36.29106,-119.77192,gis,,,36.29106,-119.77192,pdfs/WCR1991-013707.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637612453,South Fork Kings GSA
WCR1991-013160,Kings,,18S,20E,30,M18S20E30,325.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1991-013160.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594119085,South Fork Kings GSA
WCR1991-013527,Kings,,18S,20E,10,M18S20E10,440.0,Water Supply Irrigation - Agriculture,,36.37986,-119.78949,gis,,,36.37986,-119.78949,pdfs/WCR1991-013527.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600298835,South Fork Kings GSA
WCR1991-013528,Kings,,18S,20E,10,M18S20E10,440.0,Water Supply Irrigation - Agriculture,,36.37986,-119.78949,gis,,,36.37986,-119.78949,pdfs/WCR1991-013528.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593980304,South Fork Kings GSA
WCR1991-013365,Kings,,18S,21E,18,M18S21E18,490.0,Water Supply Irrigation - Agriculture,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1991-013365.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592696679,South Fork Kings GSA
WCR1991-013567,Kings,,18S,21E,19,M18S21E19,420.0,Water Supply Irrigation - Agriculture,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1991-013567.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598472101,South Fork Kings GSA
WCR1991-013212,Kings,,18S,20E,26,M18S20E26,450.0,Water Supply Irrigation - Agriculture,,36.33543,-119.77181,gis,,,36.33543,-119.77181,pdfs/WCR1991-013212.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592883627,South Fork Kings GSA
WCR1991-013216,Kings,,18S,20E,32,M18S20E32,720.0,Water Supply Irrigation - Agriculture,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR1991-013216.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602411264,South Fork Kings GSA
WCR1991-013405,Kings,,18S,20E,23,M18S20E23,250.0,Water Supply Domestic,,36.3499,-119.77188,gis,,,36.3499,-119.77188,pdfs/WCR1991-013405.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599585611,South Fork Kings GSA
WCR1991-013406,Kings,,18S,20E,23,M18S20E23,250.0,Water Supply Domestic,,36.3499,-119.77188,gis,,,36.3499,-119.77188,pdfs/WCR1991-013406.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594091078,South Fork Kings GSA
WCR1991-013408,Kings,,18S,20E,23,M18S20E23,450.0,Water Supply Irrigation - Agriculture,,36.3499,-119.77188,gis,,,36.3499,-119.77188,pdfs/WCR1991-013408.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599134156,South Fork Kings GSA
WCR1991-013474,Kings,,18S,21E,19,M18S21E19,485.0,Water Supply Irrigation - Agriculture,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1991-013474.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461606307592,South Fork Kings GSA
WCR1991-013667,Kings,,19S,20E,13,M19S20E13,50.0,Water Supply Domestic,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR1991-013667.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637745744,South Fork Kings GSA
WCR1992-010649,Kings,,18S,20E,15,M18S20E15,265.0,Water Supply Domestic,,36.36476,-119.78997,gis,,,36.36476,-119.78997,pdfs/WCR1992-010649.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591566248,South Fork Kings GSA
WCR1992-010650,Kings,,18S,20E,34,M18S20E34,670.0,Water Supply Irrigation - Agriculture,,36.32083,-119.78975,gis,,,36.32083,-119.78975,pdfs/WCR1992-010650.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589343613,South Fork Kings GSA
WCR1992-010663,Kings,,18S,20E,20,M18S20E20,240.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1992-010663.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600215189,South Fork Kings GSA
WCR1992-010871,Kings,,19S,19E,02,M19S19E02,540.0,Water Supply Irrigation - Agriculture,,36.30637,-119.87811,gis,,,36.30637,-119.87811,pdfs/WCR1992-010871.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614344982,South Fork Kings GSA
WCR1992-010708,Kings,,18S,20E,25,M18S20E25,400.0,Water Supply Domestic,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR1992-010708.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591748399,South Fork Kings GSA
WCR1992-011339,Kings,,19S,20E,11,M19S20E11,46.0,Water Supply Domestic,,36.29106,-119.77192,gis,,,36.29106,-119.77192,pdfs/WCR1992-011339.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640799617,South Fork Kings GSA
WCR1992-011340,Kings,,19S,20E,12,M19S20E12,100.0,Water Supply Irrigation - Agriculture,,36.29116,-119.75381,gis,,,36.29116,-119.75381,pdfs/WCR1992-011340.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640827868,South Fork Kings GSA
WCR1992-010978,Kings,,18S,20E,02,M18S20E02,432.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1992-010978.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593896304,South Fork Kings GSA
WCR1992-010979,Kings,,18S,20E,02,M18S20E02,432.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1992-010979.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601375969,South Fork Kings GSA
WCR1992-010990,Kings,,18S,20E,30,M18S20E30,432.0,Water Supply Irrigation - Agriculture,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1992-010990.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603582113,South Fork Kings GSA
WCR1992-011213,Kings,,18S,20E,13,M18S20E13,67.0,Water Supply Irrigation - Agriculture,,36.36449,-119.75401,gis,,,36.36449,-119.75401,pdfs/WCR1992-011213.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599803971,South Fork Kings GSA
WCR1992-011215,Kings,,18S,20E,33,M18S20E33,70.0,Water Supply Domestic,,36.32079,-119.80768,gis,,,36.32079,-119.80768,pdfs/WCR1992-011215.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591272091,South Fork Kings GSA
WCR1992-011216,Kings,,18S,20E,24,M18S20E24,72.0,Water Supply Irrigation - Agriculture,,36.34988,-119.75385,gis,,,36.34988,-119.75385,pdfs/WCR1992-011216.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601793441,South Fork Kings GSA
WCR1992-011218,Kings,,18S,21E,19,M18S21E19,253.0,Water Supply Domestic,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1992-011218.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599770969,South Fork Kings GSA
WCR1992-011047,Kings,,18S,20E,24,M18S20E24,480.0,Water Supply Irrigation - Agriculture,,36.34988,-119.75385,gis,,,36.34988,-119.75385,pdfs/WCR1992-011047.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594121847,South Fork Kings GSA
WCR1992-011053,Kings,,19S,19E,26,M19S19E26,590.0,Water Supply Irrigation - Agriculture,,36.24796,-119.87843,gis,,,36.24796,-119.87843,pdfs/WCR1992-011053.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640874664,South Fork Kings GSA
WCR1992-011253,Kings,,18S,20E,21,M18S20E21,202.0,Water Supply Domestic,,36.34989,-119.80797,gis,,,36.34989,-119.80797,pdfs/WCR1992-011253.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598672732,South Fork Kings GSA
WCR1992-011104,Kings,,18S,20E,02,M18S20E02,508.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1992-011104.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591648176,South Fork Kings GSA
WCR1992-011288,Kings,,19S,20E,13,M19S20E13,80.0,Water Supply Irrigation - Agriculture,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR1992-011288.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637689601,South Fork Kings GSA
WCR1992-011289,Kings,,19S,20E,13,M19S20E13,230.0,Water Supply Irrigation - Agriculture,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR1992-011289.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639003870,South Fork Kings GSA
WCR1992-011290,Kings,,19S,20E,13,M19S20E13,80.0,Water Supply Domestic,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR1992-011290.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637651531,South Fork Kings GSA
WCR1992-011301,Kings,,19S,20E,10,M19S20E10,65.0,Water Supply Domestic,,36.29108,-119.78989,gis,,,36.29108,-119.78989,pdfs/WCR1992-011301.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640782389,South Fork Kings GSA
WCR1993-007853,Kings,,18S,20E,02,M18S20E02,123.0,Water Supply Domestic,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR1993-007853.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592146168,South Fork Kings GSA
WCR1993-007695,Kings,,18S,20E,17,M18S20E17,70.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR1993-007695.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601733286,South Fork Kings GSA
WCR1993-007884,Kings,,18S,20E,32,M18S20E32,58.0,Water Supply Irrigation - Agriculture,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR1993-007884.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602036737,South Fork Kings GSA
WCR1993-007886,Kings,,18S,20E,25,M18S20E25,58.0,Water Supply Domestic,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR1993-007886.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591464378,South Fork Kings GSA
WCR1993-007911,Kings,,18S,20E,30,M18S20E30,430.0,Water Supply Irrigation - Agriculture,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1993-007911.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601002577,South Fork Kings GSA
WCR1993-007955,Kings,,18S,20E,24,M18S20E24,200.0,Cathodic Protection,,36.34988,-119.75385,gis,,,36.34988,-119.75385,pdfs/WCR1993-007955.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602319993,South Fork Kings GSA
WCR1993-007765,Kings,,18S,20E,11,M18S20E11,660.0,Water Supply Industrial,,36.37965,-119.77188,gis,,,36.37965,-119.77188,pdfs/WCR1993-007765.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601232752,South Fork Kings GSA
WCR1993-007777,Kings,,18S,19E,25,M18S19E25,205.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1993-007777.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461604063883,South Fork Kings GSA
WCR1993-007972,Kings,,19S,20E,14,M19S20E14,80.0,Water Supply Domestic,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR1993-007972.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641383243,South Fork Kings GSA
WCR1993-007793,Kings,,18S,20E,27,M18S20E27,140.0,Water Supply Domestic,,36.33543,-119.7898,gis,,,36.33543,-119.7898,pdfs/WCR1993-007793.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599776198,South Fork Kings GSA
WCR1993-007794,Kings,,18S,20E,20,M18S20E20,180.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1993-007794.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601778737,South Fork Kings GSA
WCR1993-007795,Kings,,18S,20E,28,M18S20E28,80.0,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR1993-007795.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599879388,South Fork Kings GSA
WCR1994-007480,Tulare,,18S,19E,25,M18S19E25,249.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1994-007480.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602785841,South Fork Kings GSA
WCR1994-007718,Kings,,18S,20E,15,M18S20E15,610.0,Water Supply Irrigation - Agriculture,,36.36476,-119.78997,gis,,,36.36476,-119.78997,pdfs/WCR1994-007718.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591778861,South Fork Kings GSA
WCR1994-007719,Kings,,18S,20E,01,M18S20E01,490.0,Water Supply Irrigation - Agriculture,,36.39401,-119.75394,gis,,,36.39401,-119.75394,pdfs/WCR1994-007719.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590887789,South Fork Kings GSA
WCR1994-007389,Kings,,18S,19E,25,M18S19E25,60.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1994-007389.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593608670,South Fork Kings GSA
WCR1994-007393,Kings,,18S,20E,13,M18S20E13,208.0,Water Supply Domestic,,36.36449,-119.75401,gis,,,36.36449,-119.75401,pdfs/WCR1994-007393.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598878847,South Fork Kings GSA
WCR1994-007396,Kings,,18S,21E,19,M18S21E19,75.0,Water Supply Domestic,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR1994-007396.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603268360,South Fork Kings GSA
WCR1994-007420,Kings,,19S,20E,10,M19S20E10,1560.0,Water Supply Public,,36.29108,-119.78989,gis,,,36.29108,-119.78989,pdfs/WCR1994-007420.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637930210,South Fork Kings GSA
WCR1995-006985,Kings,,18S,19E,25,M18S19E25,720.0,Water Supply Irrigation - Agriculture,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR1995-006985.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601984612,South Fork Kings GSA
WCR1995-006821,Kings,,18S,21E,18,M18S21E18,190.0,Water Supply Domestic,,36.36449,-119.73598,gis,,,36.36449,-119.73598,pdfs/WCR1995-006821.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461607353264,South Fork Kings GSA
WCR1995-006822,Kings,,18S,20E,20,M18S20E20,202.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1995-006822.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461576863136,South Fork Kings GSA
WCR1995-006823,Kings,,18S,20E,14,M18S20E14,201.0,Water Supply Domestic,,36.36448,-119.77201,gis,,,36.36448,-119.77201,,,South Fork Kings GSA
WCR1995-007037,Kings,,18S,20E,16,M18S20E16,200.0,Water Supply Domestic,,36.36507,-119.80782,gis,,,36.36507,-119.80782,pdfs/WCR1995-007037.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591059057,South Fork Kings GSA
WCR1995-007042,Kings,,18S,20E,29,M18S20E29,63.0,Water Supply Domestic,,36.33542,-119.82575,gis,,,36.33542,-119.82575,pdfs/WCR1995-007042.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594525750,South Fork Kings GSA
WCR1995-007044,Kings,,18S,20E,30,M18S20E30,65.0,Water Supply Irrigation - Agriculture,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR1995-007044.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589220364,South Fork Kings GSA
WCR1995-007052,Kings,,18S,20E,20,M18S20E20,245.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1995-007052.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591099547,South Fork Kings GSA
WCR1995-007057,Kings,,18S,20E,20,M18S20E20,180.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR1995-007057.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593040946,South Fork Kings GSA
WCR1995-006883,Kings,,19S,20E,11,M19S20E11,70.0,Water Supply Irrigation - Agriculture,,36.29106,-119.77192,gis,,,36.29106,-119.77192,pdfs/WCR1995-006883.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640717794,South Fork Kings GSA
WCR1995-007077,Kings,,18S,20E,34,M18S20E34,121.0,Water Supply Irrigation - Agriculture,,36.32083,-119.78975,gis,,,36.32083,-119.78975,pdfs/WCR1995-007077.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591191381,South Fork Kings GSA
WCR1995-006884,Kings,,19S,20E,12,M19S20E12,210.0,Water Supply Domestic,,36.29116,-119.75381,gis,,,36.29116,-119.75381,pdfs/WCR1995-006884.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637233356,South Fork Kings GSA
